case_id,type,rate
2109,数字操作,0.8516252757754077
2067,数字操作,0.7411468792922657
2584,数字操作,0.5627629751428846
2100,数字操作,0.837652586221063
2122,数字操作,0.7730936682957921
2121,数字操作,0.7569707531312518
2065,数字操作,0.7089076410146377
2120,数字操作,0.7706459781674379
2064,数字操作,0.7394382562298888
2063,数字操作,0.8258558815556986
2117,数字操作,0.8120092209684879
2116,数字操作,0.7718965918011839
2114,数字操作,0.7657780562016734
2113,数字操作,0.6552571776509166
2134,数字操作,0.8115638916892107
2080,图结构,0.7917085992356578
2088,图结构,0.7230276302970237
2087,图结构,0.7125634580897914
2086,图结构,0.7008029271367158
2085,图结构,0.6833047153641844
2084,图结构,0.6662774478213233
2196,字符串,0.6751822538935338
2178,字符串,0.7089137851853695
2592,线性表,0.8159118737485657
2193,数组,0.7020719351172756
2397,查找算法,0.6966075082087894
2174,查找算法,0.5414466409167656
2115,查找算法,0.6681433610264151
2390,排序算法,0.6939293323697251
2126,数字操作,0.776386177175389
2119,数字操作,0.8171760853442874
2253,树结构,0.7131429406794757
2296,树结构,0.7142734007203472
2295,树结构,0.7132549814372848
2273,树结构,0.7212394649976975
2151,树结构,0.7751481775435286
2291,树结构,0.7379605492287487
2304,树结构,0.7058936722800053
2149,树结构,0.5326448024494254
2301,树结构,0.7380938488512555
2289,树结构,0.7390396232127583
2168,树结构,0.7366485450089769
2300,树结构,0.7369935494011871
2266,树结构,0.696062163562924
2288,树结构,0.7229166404882161
2167,树结构,0.7790110330191068
2308,树结构,0.7292128730573421
2406,树结构,0.7144535808037465
2286,树结构,0.7974419445903179
2383,树结构,0.7548335103078906
2415,树结构,0.716933657219757
2315,树结构,0.73576420922266
2237,树结构,0.7938598179326807
2236,树结构,0.7373664342859639
2312,树结构,0.7752087761601817
2378,树结构,0.7069341362172492
2311,树结构,0.6994304550200077
2299,树结构,0.7501460486715993
2439,树结构,0.7204574938148924
2091,图结构,0.7126469463676041
2090,图结构,0.7387950139810564
2089,图结构,0.7525536732036303
2139,图结构,0.7510849644144244
2104,图结构,0.7499127902015181
2103,图结构,0.6936339601372773
2124,图结构,0.727525524407505
2309,图结构,0.5639666266876114
2791,数组,0.7872139277139149
2790,数组,0.7776306069024237
2789,数组,0.6957947547759319
2800,数组,0.8064113001341403
2822,数组,0.72772524794939
2821,数组,0.7647618983991421
2820,数组,0.8383189815082025
2809,数组,0.6912862430370349
2808,数组,0.7117350985974248
2829,数组,0.7556095278380198
2807,数组,0.7738243183059879
2806,数组,0.7660220775998632
2828,数组,0.7003812505779614
2827,数组,0.6891095195899962
2805,数组,0.7560504273918034
2826,数组,0.7858550676158761
2825,数组,0.7291526533816111
2847,数组,0.845985019953115
2803,数组,0.8156534334384652
2846,数组,0.7000609606959532
2802,数组,0.7744801536098646
2812,数组,0.7237358746501037
2811,数组,0.8019615265698318
2833,数组,0.8213633516715924
2799,数组,0.7555956533293338
2810,数组,0.7862468596871851
2798,数组,0.7326027858475342
2795,数组,0.7438356317890087
2794,数组,0.8080698196393845
2818,数组,0.7816916000015669
2839,数组,0.8417110017692133
2817,数组,0.8220123568119916
2816,数组,0.8023700102077644
2814,数组,0.7799454194990806
2813,数组,0.7094743834097611
2793,数组,0.7508662616645635
2792,数组,0.7937620570850694
2801,数组,0.8093839479835494
2788,数组,0.7778957901230158
2787,数组,0.6418359188748586
2786,数组,0.7580194073804314
2797,数组,0.7745828734494863
2785,数组,0.7746604313624401
2796,数组,0.8004021761394767
2784,数组,0.7847626671033363
2783,数组,0.7388903649554008
2819,数组,0.7354533755062111
2815,数组,0.7569450069709837
2870,数组,0.7754714754129233
2867,数组,0.7887633964297797
2845,数组,0.6741399022631512
2823,数组,0.6800085504518208
2844,数组,0.7433329437982363
2866,数组,0.6631462279049749
2865,数组,0.7876744206533445
2843,数组,0.7536318600027303
2864,数组,0.6026615065661067
2842,数组,0.7801561553258767
2863,数组,0.7306248824792156
2840,数组,0.8008848272958261
2861,数组,0.7806355529881183
2849,数组,0.7695411571217018
2848,数组,0.7545726472361668
2868,数组,0.7951290911519001
2824,数组,0.7234966945551488
2834,数组,0.7623981899523641
2877,数组,0.8155321401583899
2855,数组,0.715362917348566
2854,数组,0.7531175115756937
2832,数组,0.7935909759643066
2875,数组,0.641142487384686
2831,数组,0.7862763668467971
2853,数组,0.7833640567647749
2830,数组,0.7840072134536147
2852,数组,0.7425150477726399
2873,数组,0.7985590649704581
2851,数组,0.7913779988953566
2872,数组,0.7669630234891374
2850,数组,0.6719075966119868
2838,数组,0.7895999140584811
2859,数组,0.7373542981007778
2837,数组,0.7688423020864739
2836,数组,0.7692400261918074
2858,数组,0.7840849006626405
2835,数组,0.7205034368478284
2857,数组,0.6398284626940063
2891,数组,0.823370870263675
2890,数组,0.7563756666335445
2889,数组,0.8040186759835951
2922,数组,0.7752056008018338
2888,数组,0.7889082838988934
2921,数组,0.7412680997323047
2887,数组,0.7574601059382757
2920,数组,0.7543451318289672
2886,数组,0.7981097214864091
2885,数组,0.7459961077995149
2841,数组,0.7746602705646872
2884,数组,0.8148589076917727
2862,数组,0.7147533936380603
2883,数组,0.7608248301609865
2882,数组,0.7070233784120378
2860,数组,0.7409493275891263
2929,数组,0.75272816887649
2928,数组,0.7233441168187288
2927,数组,0.77270045352915
2926,数组,0.7897389711257049
2925,数组,0.7472378467638301
2869,数组,0.7171273894323893
2924,数组,0.7375906523564353
2923,数组,0.7904910167225995
2881,数组,0.7728864948841934
2880,数组,0.7535491992348106
2878,数组,0.7551130216719064
2856,数组,0.7484193661541791
2911,数组,0.7494796728800738
2910,数组,0.767188954383998
2876,数组,0.7717856499674389
2930,数组,0.7909883528609308
2874,数组,0.7201726266178384
2871,数组,0.8016252892522282
2918,数组,0.7474284107359987
2917,数组,0.7820593987182707
2916,数组,0.7673169991997891
2915,数组,0.7816524069286201
2914,数组,0.7366230861036664
2913,数组,0.7972447382462047
2879,数组,0.7735317578127006
2909,字符串,0.7647882387965145
2900,字符串,0.8593995872147401
2955,字符串,0.6971765313825822
2898,字符串,0.815671785151235
2985,字符串,0.8211472307402795
2952,字符串,0.7438517463994221
2896,字符串,0.7945821237606563
2740,字符串,0.7726248865539496
2906,字符串,0.8220249491628041
2904,字符串,0.8024538433181825
2947,字符串,0.7535176061474315
2958,字符串,0.7502236580597629
2934,字符串,0.7345354474553195
2747,字符串,0.7427966794760494
2671,线性表,0.8007268009315706
2197,线性表,0.7846586895176921
2195,线性表,0.7349443098840099
2194,线性表,0.7587713591362747
2192,线性表,0.7864496975326374
2207,线性表,0.8183423808433485
2669,线性表,0.8010014070349076
2206,线性表,0.8215840729188842
2668,线性表,0.8072715515658698
2205,线性表,0.714200202038077
2667,线性表,0.8250772851270448
2204,线性表,0.8372900739116168
2665,线性表,0.7820230814141738
2202,线性表,0.7797889677951388
2543,线性表,0.7831693955530333
2201,线性表,0.7828249723021518
2662,线性表,0.792814954394215
2189,线性表,0.7746193864903684
2562,线性表,0.7178845202027239
2661,线性表,0.74375473040847
2187,线性表,0.7844145137393205
2658,线性表,0.7977890252330625
2656,线性表,0.7565225917115359
2655,线性表,0.8338401929703347
2653,线性表,0.8176748305672524
2651,线性表,0.7776351112902118
2673,线性表,0.7942518380970975
2659,线性表,0.8289862785220944
2430,数组,0.7791730565981163
2692,数组,0.7760335860675713
2372,数组,0.7516896720651252
2293,数组,0.8379342040982579
2427,数组,0.8084309459372645
2602,数组,0.7494849951103821
2468,数组,0.7840556020347343
2523,数组,0.7411174410928192
2489,数组,0.794470609650578
2522,数组,0.7945495607962383
2500,数组,0.7462514910444037
2564,数组,0.563968167591382
2729,数组,0.8149971988133772
2528,数组,0.8180699698461598
2429,数组,0.824520952405216
2428,数组,0.7898658228454234
2285,数组,0.7833492680851999
2284,数组,0.7747052397071975
2282,数组,0.7276162288292776
2436,数组,0.7131361594593955
2533,数组,0.8230930481860581
2433,数组,0.7293747957916267
2739,数组,0.7897646830911462
2738,数组,0.7401482573994389
2737,数组,0.7874623859030524
2539,数组,0.7985715650774979
2148,图结构,0.7108881366110849
2125,图结构,0.7790483630771136
2147,图结构,0.6706386996734832
2146,图结构,0.741982295815849
2220,图结构,0.7639138289459274
2150,图结构,0.7153416330180754
2133,数字操作,0.8217955234907163
2155,数字操作,0.8491593375603899
2154,数字操作,0.8213264932977669
2132,数字操作,0.7652868204502677
2230,数字操作,0.7840277927103164
2131,数字操作,0.7619887801453622
2130,数字操作,0.8012705226001636
2107,数字操作,0.7570173352155753
2129,数字操作,0.7999720288045713
2128,数字操作,0.7598627528869947
2227,数字操作,0.7074431990112693
2226,数字操作,0.7869069374736948
2102,数字操作,0.8008838028740628
2223,数字操作,0.7395767084107062
2245,数字操作,0.788859004255669
2101,数字操作,0.7739750895284382
2123,数字操作,0.8118988720875586
2240,数字操作,0.7860338699942704
2161,数字操作,0.8702839382994474
2160,数字操作,0.8119603129653283
2218,数字操作,0.8298440113526631
2118,数字操作,0.8306886515901883
2215,数字操作,0.7747547838442533
2138,数字操作,0.7052891740435616
2137,数字操作,0.8024942700598936
2159,数字操作,0.7274340854687975
2158,数字操作,0.7382882978548532
2136,数字操作,0.7702413398419511
2157,数字操作,0.7479869403301557
2135,数字操作,0.5779629650750104
2112,数字操作,0.8506922437145173
2156,数字操作,0.8465361968143894
2219,数字操作,0.7930348491502226
2298,树结构,0.7444212925063164
2375,树结构,0.6690770870000966
2294,树结构,0.7018405587014181
2492,树结构,0.7379001845018434
2391,树结构,0.7847413768214524
2292,树结构,0.751415602150164
2306,树结构,0.6844592811460047
2405,树结构,0.6669426164726204
2404,树结构,0.6828374965219934
2446,树结构,0.7844826960143909
2302,树结构,0.7102983777674943
2460,树结构,0.6706831469707889
2459,树结构,0.6864947234663443
2458,树结构,0.7654487658398544
2435,树结构,0.7969797722399999
2457,树结构,0.6904566681250662
2710,树结构,0.7229559061677916
2434,树结构,0.7695243818250032
2455,树结构,0.7351676128524941
2432,树结构,0.6745719432234777
2431,树结构,0.7020007441348556
2448,排序算法,0.8218536016813035
2443,排序算法,0.7844778982041297
2495,排序算法,0.7810517583462061
2491,排序算法,0.8016600181912253
2538,排序算法,0.798103322822705
2515,查找算法,0.7400622611587642
2536,查找算法,0.754730489407421
2525,查找算法,0.7292972026946145
2601,查找算法,0.7898935238272023
2634,查找算法,0.7797888747347571
2513,查找算法,0.8452686735081552
2579,查找算法,0.7079453897217984
2578,查找算法,0.8149365631657045
2541,查找算法,0.7496278866860492
2517,查找算法,0.5737215537342619
2604,查找算法,0.7807860143441142
2516,查找算法,0.7786483834644119
2603,数组,0.7901033729982493
2368,数组,0.6377745614427589
2365,数组,0.7595995090714033
2385,数组,0.7497696317383126
2290,线性表,0.7994576701404018
2210,线性表,0.7347868419700243
2231,线性表,0.7380557470615647
2472,线性表,0.790451585809792
2593,线性表,0.7451736620137889
2546,线性表,0.8216994637911884
2689,线性表,0.7844095490902949
2688,线性表,0.7729006143515474
2687,线性表,0.789410699383591
2686,线性表,0.734811474022749
2685,线性表,0.5638358773650077
2684,线性表,0.7857116673933698
2208,线性表,0.7694257367444778
2287,线性表,0.7952472050100274
2683,线性表,0.6973643061272572
2682,线性表,0.7828313533352056
2681,线性表,0.7913870792901745
2680,线性表,0.7891783920995342
2481,线性表,0.8567539008085031
2480,线性表,0.8155241931190574
2281,线性表,0.81555921326123
2679,线性表,0.759137324253951
2479,线性表,0.8073640120253731
2677,线性表,0.8084315244514113
2478,线性表,0.8210156410232944
2676,线性表,0.7860970695190026
2675,线性表,0.8554773637170646
2477,线性表,0.7743144185432488
2944,字符串,0.7893888270548914
2964,字符串,0.6973754009036313
2941,字符串,0.7716603118614395
2951,字符串,0.7215874065120244
2940,字符串,0.6910386951226741
2962,字符串,0.7364645494835109
2950,字符串,0.7269464891266263
2960,字符串,0.7751880533770232
2939,字符串,0.7088330647152961
2938,字符串,0.8636493860571114
2949,字符串,0.8635702304567268
2937,字符串,0.8448790364770902
2959,字符串,0.7731234930018773
2935,字符串,0.7933597327041719
2912,字符串,0.7353356646345109
2251,数字操作,0.7883150900298733
2328,数字操作,0.7186742830606062
2229,数字操作,0.7886836799025243
2327,数字操作,0.7937070787875454
2228,数字操作,0.8096774957768343
2249,数字操作,0.7840833131042683
2325,数字操作,0.800955043435771
2248,数字操作,0.5662576367026839
2247,数字操作,0.806646053280067
2225,数字操作,0.5740734436873027
2323,数字操作,0.8392717878800968
2224,数字操作,0.7899999907889533
2246,数字操作,0.5709003989942164
2244,数字操作,0.7650915347153948
2222,数字操作,0.7127698911124585
2243,数字操作,0.7690112818081815
2320,数字操作,0.833407791856773
2166,数字操作,0.7871140397349313
2242,数字操作,0.7873649638016093
2241,数字操作,0.8056082843711002
2163,数字操作,0.804220639733969
2162,数字操作,0.5729149939231233
2317,数字操作,0.7985657436666012
2217,数字操作,0.7712255069020515
2216,数字操作,0.7409464841361036
2238,数字操作,0.8426384543657465
2335,数字操作,0.781460006444598
2214,数字操作,0.7784124804211658
2334,数字操作,0.7859901747977492
2333,数字操作,0.7390649398816725
2376,数字操作,0.7074184973766885
2277,数字操作,0.7570746767450712
2319,数字操作,0.735703989466086
2221,图结构,0.7190575666606243
2254,图结构,0.6837192644724407
2265,图结构,0.6894973939930096
2232,图结构,0.6649534295855931
2165,图结构,0.8168821335654115
2264,图结构,0.6684539898616811
2175,图结构,0.5565594115359112
2337,图结构,0.6475101513335852
2303,图结构,0.7357224855579213
2213,图结构,0.7980290999976046
2234,图结构,0.6374105814520272
2233,图结构,0.7239721701092974
2702,查找算法,0.7666275176293637
2635,查找算法,0.7769338459279275
2645,查找算法,0.7976166759818019
2644,查找算法,0.7826102577941825
2643,查找算法,0.7643048062402981
2566,查找算法,0.7475259443212882
2576,查找算法,0.7686838254719132
2642,查找算法,0.5681741761801172
2565,查找算法,0.7992302106445701
2641,查找算法,0.7961382809575617
2630,查找算法,0.7533403134773363
2575,查找算法,0.8177268647670728
2773,查找算法,0.7404644091088495
2563,查找算法,0.7632691490977762
2606,查找算法,0.7772598997870214
2639,查找算法,0.7924591107040219
2637,查找算法,0.8544826312363384
2526,排序算法,0.8118805049350619
2504,排序算法,0.8239911434352029
2488,排序算法,0.8191835602984441
2520,排序算法,0.7970980293933277
2399,排序算法,0.5093099070252571
2496,排序算法,0.7427588997758477
2551,树结构,0.7853124943334815
2297,树结构,0.7599163387287676
2550,树结构,0.7796711429929297
2572,树结构,0.7488734170293021
2351,树结构,0.742260357147317
2493,树结构,0.8270308215108214
2503,树结构,0.7701629739011616
2349,树结构,0.7818547199371096
2447,树结构,0.8247090059108512
2502,树结构,0.8109898997226733
2369,树结构,0.7745849681776887
2501,树结构,0.7897784563640697
2508,树结构,0.7566664599030266
2437,树结构,0.7199590467908398
2314,树结构,0.7857637800326114
2512,树结构,0.7581631050393725
2556,树结构,0.7595091449110671
2313,树结构,0.6884188484165198
2511,树结构,0.7803108088137592
2555,树结构,0.7910086595617549
2499,树结构,0.7532108159100018
2554,树结构,0.7114001251836232
2553,树结构,0.7146401502628517
2597,树结构,0.6869140313920313
2552,树结构,0.770096786087132
2310,树结构,0.6514830566783074
2318,树结构,0.675258910542272
2666,线性表,0.8307876531489806
2663,线性表,0.7610690912701807
2672,线性表,0.7867873712530342
2473,线性表,0.7165010429215264
2691,线性表,0.6903983096277543
2471,线性表,0.7132683906676335
2690,线性表,0.7138484533543548
2590,线性表,0.7525779888289402
2724,线性表,0.8554076437407542
2723,线性表,0.8007149093268842
2646,线性表,0.8136793527529469
2722,线性表,0.8213511375908703
2721,线性表,0.8099021857552241
2487,线性表,0.7525810443451371
2761,线性表,0.7692804522016314
2486,线性表,0.6886197761928976
2728,线性表,0.7581493636529724
2727,线性表,0.7727227022395413
2649,线性表,0.7234924923152155
2725,线性表,0.7323073615921689
2760,线性表,0.806950589845177
2485,线性表,0.7674729959681915
2484,线性表,0.7446477111400973
2560,线性表,0.7179299484352007
2483,线性表,0.7616715854293588
2559,线性表,0.810280583158256
2557,线性表,0.764089440932268
2755,线性表,0.7544261257067039
2732,线性表,0.8061898848500224
2336,线性表,0.7272944801327758
2731,线性表,0.7937249937785436
2730,线性表,0.7854539947221266
2759,线性表,0.7774129184317681
2954,字符串,0.7365880346479821
2975,字符串,0.8608728731216836
2942,字符串,0.8616653283555699
2963,字符串,0.7057763565234016
2974,字符串,0.7085394351073498
2984,字符串,0.7482221331659563
2961,字符串,0.7594044280118522
2972,字符串,0.7047063252721879
2970,字符串,0.7904208603542013
2981,字符串,0.7140598074114191
2969,字符串,0.5294388023688267
2979,字符串,0.7883342928384577
2946,字符串,0.7669110872612566
2957,字符串,0.749353532569084
2968,字符串,0.6679070742622408
2978,字符串,0.7650536990744022
2945,字符串,0.7268975763455767
2956,字符串,0.6409046157043913
2305,图结构,0.7179041996143516
2316,图结构,0.7661782262900445
2348,图结构,0.7592617010187441
2347,图结构,0.727813100976596
2235,图结构,0.6857991747025675
2343,图结构,0.7038084110209087
2354,图结构,0.7644767378353596
2331,图结构,0.7403987596467567
2352,图结构,0.6688258341106454
2704,图结构,0.7623081042434044
2374,数组,0.7705344603149373
2470,数组,0.7496289305445315
2393,数组,0.7821649793962572
2469,数组,0.7352210900368095
2384,数组,0.7917821977066483
2521,排序算法,0.7405641816989813
2532,排序算法,0.7109396287934526
2497,排序算法,0.7522100041674286
2519,排序算法,0.7431889610573517
2529,排序算法,0.5599235928402151
2650,树结构,0.8010534657516756
2353,树结构,0.7370741215407581
2524,树结构,0.6784911952353445
2600,树结构,0.6619308419361615
2400,树结构,0.7582294355685485
2509,树结构,0.7697451831251335
2605,树结构,0.7244033483126389
2549,树结构,0.7583814027666689
2648,树结构,0.7894772071321733
2540,树结构,0.7599123478952273
2660,树结构,0.7417184473234971
2382,树结构,0.7728134840809026
2416,树结构,0.7389186498451978
2636,树结构,0.7587499776618473
2657,树结构,0.7410034517236518
2633,树结构,0.7755799184779011
2699,树结构,0.7424446739370637
2599,树结构,0.7438195894987051
2632,树结构,0.7060939080182628
2654,树结构,0.7935443121818528
2598,树结构,0.7634759480885026
2631,树结构,0.7370008179503887
2697,树结构,0.7351329876166718
2696,树结构,0.7728129267234696
2355,树结构,0.7582059569709868
2695,树结构,0.7145219768523254
2398,树结构,0.7494035450326452
2638,树结构,0.7560202782379785
2092,数字操作,0.6348769937772466
2276,数字操作,0.5551049746961207
2275,数字操作,0.6316190694378695
2330,数字操作,0.5550474858918345
2250,数字操作,0.63323625589357
2370,数字操作,0.7738803578017044
2403,数字操作,0.5759680773727537
2326,数字操作,0.765741344647423
2402,数字操作,0.809873631320934
2401,数字操作,0.7480427529673596
2324,数字操作,0.5476052890452308
2367,数字操作,0.5560922244963223
2421,数字操作,0.5744242393717861
2322,数字操作,0.7902213062400248
2420,数字操作,0.7889685272936224
2321,数字操作,0.7545294131611173
2409,数字操作,0.7688957730806922
2408,数字操作,0.7479668421356699
2407,数字操作,0.7547204226269308
2329,数字操作,0.7192106940166202
2364,数字操作,0.5760897932855553
2363,数字操作,0.8015049675064401
2362,数字操作,0.7466561223821601
2360,数字操作,0.7786152202084439
2381,数字操作,0.7287079153571595
2239,数字操作,0.6511974721997398
2379,数字操作,0.7196020022250018
2411,数字操作,0.7481666408693426
2377,数字操作,0.7488980155116134
2332,数字操作,0.7354196311284225
2419,数字操作,0.7985111403639931
2518,数字操作,0.7481705838561578
2694,查找算法,0.7674030784753251
2570,查找算法,0.7733050681179097
2745,查找算法,0.7440996204422365
2711,查找算法,0.7674538650236494
2567,查找算法,0.7604742911504858
2720,查找算法,0.7273630468393337
2707,查找算法,0.6003597480798826
2706,查找算法,0.7231830638861667
2717,查找算法,0.6456069293203173
2716,查找算法,0.724404884552961
2705,查找算法,0.7276047545468268
2726,查找算法,0.7791496993259587
2715,查找算法,0.7088488006101797
2703,查找算法,0.6237544653501397
2573,线性表,0.8185824192422575
2771,线性表,0.8393429404593747
2594,线性表,0.7868035306400926
2770,线性表,0.7959611921075239
2670,线性表,0.789567734021882
2591,线性表,0.7830168161012725
2768,线性表,0.8064566239580242
2767,线性表,0.7478486194036191
2766,线性表,0.829516689529737
2545,线性表,0.7724582759684433
2765,线性表,0.8439129855129835
2544,线性表,0.7150462463444055
2764,线性表,0.7895314947920592
2763,线性表,0.7367137459405789
2762,线性表,0.5758762002266659
2609,线性表,0.7558727218815963
2905,线性表,0.8408534192083396
2780,线性表,0.818959170172121
2779,线性表,0.79729365429297
2778,线性表,0.8030351485265206
2678,线性表,0.8024617455683035
2777,线性表,0.7899919306984761
2775,线性表,0.7798148674222446
2774,线性表,0.7637721280362945
2476,线性表,0.7854745263859024
2674,线性表,0.5465575601275862
2574,线性表,0.785822992110543
2772,线性表,0.8580360765581064
2475,线性表,0.8093663947700387
2991,字符串,0.8422765433820281
2980,字符串,0.7436084388830676
2990,字符串,0.8846256432912502
2988,字符串,0.8437604122733372
2977,字符串,0.7640816771514233
2966,字符串,0.7614917732445556
2987,字符串,0.8609298578418753
2976,字符串,0.7683894498626418
2965,字符串,0.7927601084504717
2986,字符串,0.7132540689727589
2973,字符串,0.7291328609548782
2983,字符串,0.6887521496931123
2971,字符串,0.6232822251355976
2948,字符串,0.7170537694851701
2989,字符串,0.8496342308950368
2967,字符串,0.7218391449361563
2693,树结构,0.715231825318789
2744,树结构,0.7215203687469455
2743,树结构,0.6834623413928494
2742,树结构,0.6441366779263153
2708,树结构,0.6943555381635902
2749,树结构,0.7005784468466769
2902,树结构,0.775485891024431
2782,树结构,0.7760411260098495
2781,树结构,0.7306588203460583
2713,树结构,0.6805325566465733
2735,树结构,0.7097893291208363
2757,树结构,0.7134220160647968
2712,树结构,0.674754053083902
2734,树结构,0.7284254398754051
2733,树结构,0.6853640549378914
2776,树结构,0.7414851294470982
2698,树结构,0.7422674811234602
2510,树结构,0.6660621629307542
2652,树结构,0.7185243728986315
2719,树结构,0.7108341936449247
2758,树结构,0.7558776170281285
2714,树结构,0.646972830518907
2736,树结构,0.7204063162053331
2595,数字操作,0.844745473421496
2452,数字操作,0.8197937420653654
2625,数字操作,0.7317129848522175
2624,数字操作,0.6392522163689964
2623,数字操作,0.8648791864874941
2622,数字操作,0.8583637540918285
2621,数字操作,0.8044326430209806
2620,数字操作,0.8412975926520889
2587,数字操作,0.7752722224063165
2586,数字操作,0.7811672161380482
2585,数字操作,0.7545625724152732
2608,数字操作,0.6534579537894436
2628,数字操作,0.74792410267424
2627,数字操作,0.7692161422262901
2901,数字操作,0.7220051241081518
2626,数字操作,0.6960379088551609
2583,数字操作,0.5310754527210978
2582,数字操作,0.785468002520197
2361,数字操作,0.719437363971486
2581,数字操作,0.7869039826514346
2580,数字操作,0.5534490876584703
2899,数字操作,0.8384124035127509
2613,数字操作,0.7780460839723857
2414,数字操作,0.8139166396634828
2612,数字操作,0.6009980624759
2413,数字操作,0.712222833621585
2895,数字操作,0.8292432544118314
2410,数字操作,0.7674088244002901
2619,数字操作,0.7593522474925545
2418,数字操作,0.7893857757671368
2616,数字操作,0.7331745512371968
2417,数字操作,0.8127033727359535
2756,图结构,0.6568584229205006
2754,图结构,0.6781433440114593
2750,图结构,0.6814929608535163
2571,查找算法,0.5557745963898406
2746,查找算法,0.760436186173815
2897,查找算法,0.7859884669592789
2577,查找算法,0.7131569321507085
2753,查找算法,0.7583988544562035
2752,查找算法,0.724807489789417
2751,查找算法,0.732149399210129
2640,查找算法,0.7592009637367472
2709,查找算法,0.750522603467152
2748,查找算法,0.7206368743053424
2769,查找算法,0.7517042280370743
