user_id,case_id,answer_rate
60581,2466,41.25
60581,2345,47.3
60581,2389,44.88
60581,2344,47.06
60581,2388,45.34
60581,2442,46.23
60581,2209,56.47
60581,2307,55
60581,2527,39.14
60581,2342,47.58
60581,2386,41.42
60581,2341,42.12
60581,2340,43.29
60581,2283,46.83
60581,2061,75.56
60581,2280,46.41
60581,2438,59.78
60581,2339,0
60581,2338,46.89
60581,2359,45.19
60581,2358,48.74
60581,2357,46.61
60581,2356,45.88
60581,2279,42.81
60581,2498,48.84
60581,2278,38.19
60581,2179,0
60581,2211,58.76
60581,2718,44.86
60581,2463,0
60581,2397,51.57
60581,2451,47.49
60581,2462,48.41
60581,2450,44.77
60581,2461,0
60581,2537,49.96
60581,2449,47.99
60581,2514,49.87
60581,2445,44.83
60581,2115,0
60581,2741,45.79
60581,2542,47.35
60581,2454,50.83
60581,2465,0
60581,2453,0
60581,2464,46.53
60581,2506,47.6
60581,2505,50.84
60581,2535,42.09
60581,2534,46.25
60581,2412,61.39
60581,2444,48.47
60581,2387,41.45
60581,2441,57.37
60581,2396,0
60581,2440,57.37
60581,2152,43.32
60581,2490,43.91
60581,2390,0
60581,2070,0
60581,2111,0
60581,2099,36.12
60581,2110,62.39
60581,2153,61.85
60581,2098,43.32
60581,2097,60.21
60581,2096,0
60581,2095,43.32
60581,2094,66.17
60581,2093,53.64
60581,2108,0
60581,2106,36.4
60581,2127,61.76
60581,2105,44.61
60581,2126,46.1
60581,2069,69.45
60581,2068,54.58
60581,2109,63.78
60581,2067,42.23
60581,2584,0
60581,2100,84.72
60581,2122,59.38
60581,2121,43.32
60581,2065,42.52
60581,2120,63.77
60581,2064,42.99
60581,2063,72.6
60581,2119,49.16
60581,2117,57.32
60581,2116,44.69
60581,2114,56.16
60581,2113,0
60581,2134,60.94
60581,2253,48.28
60581,2296,40.69
60581,2295,40.06
60581,2273,0
60581,2151,0
60581,2291,45.68
60581,2304,34.97
60581,2149,0
60581,2301,40.91
60581,2289,39.55
60581,2168,52.5
60581,2300,57.25
60581,2266,0
60581,2288,42.14
60581,2167,64.8
60581,2308,32.02
60581,2406,52.18
60581,2286,44.58
60581,2383,0
60581,2415,0
60581,2315,41.95
60581,2237,44.64
60581,2236,39.32
60581,2312,42.9
60581,2378,0
60581,2311,58.29
60581,2299,0
60581,2439,0
60581,2080,48.2
60581,2091,0
60581,2090,0
60581,2089,0
60581,2088,0
60581,2087,0
60581,2086,41.31
60581,2085,0
60581,2084,0
60581,2139,0
60581,2104,0
60581,2103,0
60581,2124,0
60587,2081,66.91
60587,2180,62.8
60587,2190,45.04
60587,2177,0
60587,2892,64.41
60587,2188,64.61
60587,2199,56.02
60587,2196,44.74
60587,2531,97.57
60587,2894,53.58
60587,2530,68.1
60587,2200,69.6
60587,2178,60.6
60587,2908,59.15
60587,2936,66.18
60587,2474,65.31
60587,2592,100
60587,2173,67.89
60587,2172,48.14
60587,2171,58.14
60587,2647,63.09
60587,2548,0
60587,2547,66.2
60587,2589,63.15
60587,2169,0
60587,2145,56.89
60587,2607,72.47
60587,2629,71.45
60587,2561,57.39
60587,2186,64.18
60587,2142,59.8
60587,2185,64.52
60587,2482,72.81
60587,2141,64.87
60587,2184,70.75
60587,2140,100
60587,2183,59.84
60587,2182,58.6
60587,2181,70.87
60587,2614,60.54
60587,2558,51.37
60587,2610,70.77
60587,2212,61.91
60587,2618,71.89
60587,2617,72.53
60587,2615,46.99
60587,2176,100
60587,2494,65.4
60587,2395,54.77
60587,2373,100
60587,2252,100
60587,2394,73.52
60587,2371,58.89
60587,2392,60.1
60587,2193,100
60587,2426,59.58
60587,2701,46.42
60587,2425,61.83
60587,2424,58.48
60587,2467,82.33
60587,2203,62.93
60587,2423,59.53
60587,2346,82.71
60587,2466,71.5
60587,2389,54.93
60587,2345,46.79
60587,2388,62.46
60587,2344,73.75
60587,2442,61.93
60587,2209,100
60587,2307,80.59
60587,2527,53.16
60587,2342,70.87
60587,2386,67.68
60587,2341,63.02
60587,2340,80.23
60587,2283,65.54
60587,2061,75.56
60587,2280,63.9
60587,2438,76.55
60587,2339,0
60587,2338,67.22
60587,2359,71.61
60587,2358,62.6
60587,2357,77.77
60587,2356,68.05
60587,2279,52.28
60587,2179,76.16
60587,2498,57.22
60587,2278,61.68
60587,2211,73.18
60587,2718,53.21
60587,2463,0
60587,2462,63.9
60587,2451,55.06
60587,2461,0
60587,2450,56.32
60587,2537,77.79
60587,2449,72.31
60587,2514,0
60587,2445,84.56
60587,2741,88.74
60587,2542,79.79
60587,2454,100
60587,2465,0
60587,2464,86.08
60587,2453,0
60587,2506,67.46
60587,2505,65.76
60587,2535,61.86
60587,2534,59.31
60587,2412,66.32
60587,2444,0
60587,2387,57.4
60587,2441,63.79
60587,2440,63.79
60587,2396,74.33
60587,2152,77.56
60587,2490,54.66
60587,2070,0
60587,2111,0
60587,2099,73.15
60587,2110,59.68
60587,2153,88
60587,2098,77.56
60587,2097,55.21
60587,2096,0
60587,2095,77.56
60587,2094,71.87
60587,2093,60.62
60587,2108,0
60587,2106,51.35
60587,2127,96.58
60587,2105,55.67
60587,2126,60.51
60587,2069,81.99
60587,2068,0
60587,2109,73.19
60587,2584,0
60587,2100,73.42
60587,2067,65.01
60587,2122,58.8
60587,2121,77.56
60587,2065,67.15
60587,2120,62.51
60587,2064,64.69
60587,2063,74.17
60587,2119,57.53
60587,2117,73.96
60587,2116,60.38
60587,2114,68.97
60587,2113,52.8
60587,2134,68.82
60587,2315,0
60587,2237,59.75
60587,2236,49.13
60587,2312,61.41
60587,2266,79.74
60587,2253,54.21
60587,2295,0
60587,2383,60.87
60587,2308,44.73
60587,2406,65.93
60587,2291,59.42
60587,2080,100
60587,2104,56.66
60587,2086,64.81
60587,2085,38.91
60587,2084,51.88
60604,2081,69.04
60604,2180,79.87
60604,2190,66.18
60604,2892,45.08
60604,2199,67.97
60604,2188,71.78
60604,2198,66.94
60604,2164,78.19
60604,2196,76.7
60604,2531,51.72
60604,2894,53.32
60604,2530,57.65
60604,2178,60.58
60604,2200,76.33
60604,2908,77.52
60604,2936,50.68
60604,2474,70.61
60604,2173,80.71
60604,2172,0
60604,2171,63.34
60604,2548,76.19
60604,2647,66.32
60604,2547,56.59
60604,2589,64.07
60604,2169,88.58
60604,2145,65.76
60604,2607,71.42
60604,2629,89.51
60604,2561,81.3
60604,2186,65.77
60604,2142,77.78
60604,2185,63.72
60604,2482,59.01
60604,2141,72.31
60604,2184,76.78
60604,2183,68.26
60604,2182,46.8
60604,2181,77.35
60604,2614,61.01
60604,2558,62.36
60604,2610,77.32
60604,2212,61.39
60604,2618,79.74
60604,2176,63.51
60604,2494,65.79
60604,2373,81.18
60604,2252,62.45
60604,2395,80.97
60604,2394,66.56
60604,2371,83.81
60604,2392,63.7
60604,2193,71.92
60604,2701,60.33
60604,2426,67.72
60604,2425,78.69
60604,2424,78.81
60604,2467,71.18
60604,2346,62.57
60604,2423,69.29
60604,2203,77.95
60604,2466,62.49
60604,2345,64.1
60604,2389,80.17
60604,2344,100
60604,2388,72.14
60604,2442,61.79
60604,2209,0
60604,2307,53.6
60604,2527,71.57
60604,2342,70.26
60604,2386,0
60604,2341,67.07
60604,2340,70.16
60604,2283,72.89
60604,2061,76.04
60604,2280,70.19
60604,2438,64.65
60604,2339,0
60604,2338,60.47
60604,2359,59.11
60604,2358,100
60604,2357,57.23
60604,2356,58.04
60604,2279,71.16
60604,2498,78.51
60604,2278,65.08
60604,2179,67.53
60604,2211,70.77
60604,2718,74.42
60604,2463,0
60604,2451,80.74
60604,2462,58.84
60604,2450,78.44
60604,2461,0
60604,2174,0
60604,2537,90.07
60604,2449,99.86
60604,2514,62.72
60604,2445,100
60604,2115,69.75
60604,2741,79.86
60604,2542,61.66
60604,2454,100
60604,2465,0
60604,2453,0
60604,2464,0
60604,2506,0
60604,2505,99.63
60604,2535,0
60604,2534,59.65
60604,2444,85.56
60604,2387,55.3
60604,2441,100
60604,2396,71.66
60604,2440,100
60604,2490,85.05
60604,2070,0
60604,2111,0
60604,2099,39.46
60604,2110,58.07
60604,2153,57.59
60604,2098,71.57
60604,2097,65.64
60604,2096,0
60604,2095,71.57
60604,2094,51.74
60604,2093,60.27
60604,2108,0
60604,2106,84.72
60604,2127,61.71
60604,2105,51.79
60604,2126,77.43
60604,2069,64.08
60604,2068,55.14
60604,2109,78.26
60604,2067,42.01
60604,2584,0
60604,2100,88.56
60604,2122,60.71
60604,2121,71.57
60604,2065,46.35
60604,2120,0
60604,2064,41.99
60604,2063,70.22
60604,2119,70.64
60604,2117,65.84
60604,2116,75.59
60604,2114,55.83
60604,2113,43.31
60604,2134,65.8
60604,2304,48.64
60604,2315,69.48
60604,2237,62.1
60604,2236,60.71
60604,2311,46.93
60604,2253,63.97
60604,2296,60.07
60604,2295,56.85
60604,2308,51.56
60604,2439,65.74
60604,2080,53.91
60604,2103,60.53
60604,2087,0
60606,2081,69.04
60606,2180,49.26
60606,2190,45.9
60606,2892,65.85
60606,2188,53.57
60606,2199,56.02
60606,2177,0
60606,2198,62.16
60606,2164,67.58
60606,2196,51.63
60606,2531,57.2
60606,2894,60.78
60606,2530,100
60606,2178,59.07
60606,2200,55.56
60606,2908,100
60606,2936,52.9
60606,2474,65.54
60606,2592,65.46
60606,2173,67.92
60606,2172,0
60606,2171,62.74
60606,2548,56.96
60606,2647,64.34
60606,2547,61.6
60606,2589,65
60606,2169,0
60606,2145,0
60606,2607,0
60606,2629,62.65
60606,2561,58.07
60606,2186,69.28
60606,2142,52.82
60606,2185,57.26
60606,2482,56.12
60606,2141,76.42
60606,2184,76.78
60606,2140,53.77
60606,2183,75.9
60606,2182,0
60606,2181,77.35
60606,2614,62.47
60606,2558,59.61
60606,2610,57.27
60606,2212,62.73
60606,2618,77.08
60606,2617,59.21
60606,2615,48.78
60606,2176,0
60606,2494,65.4
60606,2373,49.02
60606,2252,52.04
60606,2395,73.73
60606,2394,63.2
60606,2371,55.59
60606,2392,61.58
60606,2193,67.33
60606,2701,0
60606,2426,61.04
60606,2425,60.78
60606,2424,50.37
60606,2467,68.68
60606,2346,34.74
60606,2423,100
60606,2203,57.09
60606,2466,52.1
60606,2345,57.58
60606,2389,67.37
60606,2344,69.72
60606,2388,63.88
60606,2442,60.52
60606,2209,66.54
60606,2307,59.92
60606,2527,47.27
60606,2342,54.88
60606,2386,56.23
60606,2341,53.02
60606,2340,53.67
60606,2283,100
60606,2061,75.56
60606,2280,64.63
60606,2438,76.55
60606,2339,0
60606,2338,59.66
60606,2359,56.84
60606,2358,66.31
60606,2357,59.62
60606,2356,57.51
60606,2279,49.43
60606,2179,55.12
60606,2498,62.87
60606,2278,66.85
60606,2211,71.01
60606,2718,0
60606,2463,0
60606,2397,42.47
60606,2451,68.27
60606,2462,58.97
60606,2450,58.63
60606,2461,0
60606,2174,0
60606,2537,75.3
60606,2449,67.15
60606,2514,63.37
60606,2445,65.6
60606,2115,44.23
60606,2741,61.25
60606,2542,62.33
60606,2454,100
60606,2465,0
60606,2453,0
60606,2464,48.56
60606,2506,0
60606,2505,67.85
60606,2535,0
60606,2534,67.18
60606,2412,64.34
60606,2444,53.07
60606,2387,57.4
60606,2441,82.38
60606,2440,82.38
60606,2396,55.12
60606,2152,58.87
60606,2490,63.33
60606,2390,49.27
60606,2070,0
60606,2111,0
60606,2099,71.43
60606,2110,60.49
60606,2153,56.74
60606,2098,58.87
60606,2097,57.31
60606,2096,0
60606,2095,58.87
60606,2094,0
60606,2093,67.06
60606,2108,0
60606,2106,100
60606,2127,68.89
60606,2105,0
60606,2126,58.18
60606,2069,84.72
60606,2068,71.69
60606,2109,70.44
60606,2067,40.56
60606,2584,0
60606,2100,63.96
60606,2122,0
60606,2121,58.87
60606,2065,0
60606,2120,92.84
60606,2064,37.87
60606,2063,66.43
60606,2119,68.76
60606,2117,61.61
60606,2116,0
60606,2114,82.75
60606,2113,32.38
60606,2134,100
60606,2253,45.09
60606,2296,0
60606,2295,0
60606,2273,41.42
60606,2151,72.6
60606,2291,0
60606,2304,0
60606,2149,0
60606,2301,53.03
60606,2300,0
60606,2168,0
60606,2289,54.9
60606,2288,0
60606,2266,59.25
60606,2167,69.45
60606,2308,0
60606,2406,60.91
60606,2286,65.21
60606,2383,47.8
60606,2415,56.6
60606,2315,0
60606,2237,59.28
60606,2236,44.74
60606,2312,0
60606,2378,0
60606,2311,0
60606,2299,0
60606,2439,0
60606,2080,100
60606,2091,48.22
60606,2090,55.94
60606,2089,63.52
60606,2088,49.64
60606,2087,56.73
60606,2086,0
60606,2085,0
60606,2084,39.78
60606,2139,58.35
60606,2104,48.62
60606,2103,50.96
60606,2124,53.47
60616,2531,64.4
60616,2530,66.66
60616,2936,38.85
60616,2176,71.18
60616,2494,67.32
60616,2252,51.57
60616,2395,54.43
60616,2394,65.07
60616,2371,60.66
60616,2392,59.83
60616,2701,56.77
60616,2426,60.87
60616,2425,55.91
60616,2424,69.31
60616,2467,64.28
60616,2346,65.87
60616,2423,62.48
60616,2466,54.56
60616,2345,54.92
60616,2389,49.87
60616,2344,100
60616,2388,55.57
60616,2442,67.76
60616,2307,58.81
60616,2527,0
60616,2342,50.03
60616,2386,55.26
60616,2341,68.32
60616,2283,100
60616,2061,75.56
60616,2280,68.27
60616,2438,100
60616,2338,59.47
60616,2359,55.2
60616,2358,66.32
60616,2357,58.14
60616,2356,54.96
60616,2279,54.56
60616,2179,51.82
60616,2498,66.12
60616,2718,62.21
60616,2463,0
60616,2451,55.59
60616,2462,56.64
60616,2450,48.24
60616,2461,0
60616,2537,79.88
60616,2449,51.18
60616,2514,74.04
60616,2445,73.18
60616,2741,63.52
60616,2542,57.42
60616,2454,59.62
60616,2465,0
60616,2453,0
60616,2464,65.45
60616,2506,60.4
60616,2505,74.29
60616,2070,0
60616,2111,0
60616,2099,68.73
60616,2110,58.18
60616,2153,58.43
60616,2098,0
60616,2097,57.54
60616,2096,0
60616,2095,0
60616,2094,100
60616,2093,58.67
60616,2108,0
60616,2106,50.75
60616,2127,68.54
60616,2105,61.01
60616,2069,76.61
60616,2068,51.68
60616,2109,67.96
60616,2067,63.18
60616,2584,0
60616,2100,58.26
60616,2065,53.82
60616,2064,57.55
60616,2063,69.56
60616,2114,56.48
60616,2134,66.8
60619,2081,71.14
60619,2180,55.78
60619,2190,47.63
60619,2892,65.68
60619,2188,56.32
60619,2199,52.13
60619,2177,0
60619,2198,62.16
60619,2164,68.41
60619,2196,47.74
60619,2531,51.15
60619,2894,50.52
60619,2530,62.34
60619,2178,63.61
60619,2200,54.2
60619,2908,57.74
60619,2936,37.41
60619,2474,58.89
60619,2592,64.45
60619,2173,73.93
60619,2172,39.72
60619,2171,64.46
60619,2647,60.24
60619,2548,57.91
60619,2547,60.52
60619,2589,64.07
60619,2169,53.57
60619,2145,57.23
60619,2607,62.03
60619,2629,54.42
60619,2561,60.35
60619,2186,65
60619,2142,60.22
60619,2185,52.72
60619,2482,53.63
60619,2141,76.42
60619,2184,76.78
60619,2140,54.49
60619,2183,76.58
60619,2182,52.63
60619,2181,78.59
60619,2614,65.33
60619,2558,58.02
60619,2610,53.09
60619,2212,62.09
60619,2618,100
60619,2617,64.13
60619,2615,53.43
60619,2176,52.79
60619,2494,65.88
60619,2373,64.59
60619,2252,53.95
60619,2395,58.8
60619,2394,68.27
60619,2371,60.06
60619,2392,60.35
60619,2193,50.29
60619,2701,43.81
60619,2426,61.23
60619,2425,60.72
60619,2424,66.12
60619,2467,58.21
60619,2346,49.23
60619,2423,66.69
60619,2466,53.47
60619,2345,57.79
60619,2389,66.07
60619,2344,69.13
60619,2388,67.75
60619,2442,53.61
60619,2209,43.1
60619,2307,58.1
60619,2527,48.93
60619,2342,54.36
60619,2386,54.13
60619,2341,50
60619,2340,53.71
60619,2283,56.64
60619,2061,100
60619,2280,66.11
60619,2438,60.5
60619,2339,0
60619,2338,61.72
60619,2359,48.08
60619,2358,58.56
60619,2357,59.27
60619,2356,54.18
60619,2279,57.23
60619,2179,53.75
60619,2498,61.06
60619,2278,67.88
60619,2211,61.14
60619,2718,0
60619,2463,0
60619,2397,47.54
60619,2451,50.87
60619,2462,46.94
60619,2450,44.67
60619,2461,0
60619,2174,0
60619,2537,73.29
60619,2449,53.17
60619,2514,68.6
60619,2445,65.05
60619,2115,43.8
60619,2741,63.02
60619,2542,61.9
60619,2454,66.21
60619,2465,0
60619,2453,0
60619,2464,56.98
60619,2506,63.28
60619,2505,79.61
60619,2535,64.1
60619,2534,56.45
60619,2412,60.18
60619,2444,59.03
60619,2387,49.55
60619,2441,56.3
60619,2396,57.24
60619,2440,56.3
60619,2152,62.74
60619,2490,68.49
60619,2390,49.64
60619,2070,0
60619,2111,0
60619,2099,65.98
60619,2110,62.29
60619,2153,62.15
60619,2098,62.74
60619,2097,55.08
60619,2096,0
60619,2095,62.74
60619,2094,56.84
60619,2093,55.99
60619,2108,0
60619,2106,100
60619,2127,71.27
60619,2105,63.75
60619,2126,55.92
60619,2069,84.72
60619,2068,54.09
60619,2109,74.91
60619,2067,45.92
60619,2584,0
60619,2100,88.56
60619,2122,59.98
60619,2121,62.74
60619,2065,49.67
60619,2120,65.79
60619,2064,49.02
60619,2063,64.99
60619,2119,58.33
60619,2117,64
60619,2116,59.05
60619,2114,56.62
60619,2113,44.9
60619,2134,71.61
60619,2253,48.81
60619,2296,38.34
60619,2295,56.84
60619,2273,40.99
60619,2151,100
60619,2291,66.58
60619,2304,44.65
60619,2301,56.34
60619,2289,52.59
60619,2168,0
60619,2300,53.42
60619,2288,47.34
60619,2266,55.82
60619,2167,0
60619,2308,54.96
60619,2406,54.82
60619,2286,49.43
60619,2383,58.44
60619,2415,0
60619,2315,57.96
60619,2237,61.37
60619,2236,50.92
60619,2312,56.27
60619,2378,48.48
60619,2311,49.8
60619,2299,53.15
60619,2439,57.75
60619,2080,0
60619,2091,52.12
60619,2090,58.02
60619,2089,63.52
60619,2088,48.33
60619,2087,52.59
60619,2086,46.62
60619,2085,40.56
60619,2084,46.24
60619,2139,100
60619,2104,53.14
60619,2103,40.2
60619,2124,34.45
60631,2081,76.42
60631,2180,59.9
60631,2190,47.67
60631,2177,0
60631,2892,53.01
60631,2188,79.74
60631,2199,57.39
60631,2198,65.34
60631,2164,79.74
60631,2196,70.98
60631,2531,67.76
60631,2894,55.62
60631,2530,65.47
60631,2178,68.4
60631,2200,69.41
60631,2908,71.18
60631,2936,52.9
60631,2474,61.01
60631,2592,63.01
60631,2173,63.14
60631,2172,59.95
60631,2171,63.48
60631,2647,59.95
60631,2548,48.87
60631,2547,56.8
60631,2589,65
60631,2169,69.73
60631,2145,56.92
60631,2607,59.08
60631,2629,56.5
60631,2561,60.81
60631,2186,70.19
60631,2142,0
60631,2185,86.25
60631,2482,72.91
60631,2141,76.42
60631,2184,66.72
60631,2140,55.02
60631,2183,62.89
60631,2182,60.97
60631,2181,74.61
60631,2614,65.76
60631,2558,62.93
60631,2610,68.36
60631,2212,76.71
60631,2618,100
60631,2617,64.45
60631,2615,56.5
60631,2176,62.39
60631,2395,55.38
60631,2252,87.25
60631,2373,59.41
60631,2494,69.82
60631,2394,74.76
60631,2371,77.78
60631,2392,62.21
60631,2193,68.4
60631,2701,66.17
60631,2426,63
60631,2425,72.66
60631,2424,76.65
60631,2423,63.61
60631,2346,0
60631,2467,67.42
60631,2203,66.17
60631,2389,72.65
60631,2345,62.2
60631,2466,71.37
