case_id,final_score,first_score,average_change
2202,100,70.625,29.375
2203,97.61904762,74.60309524,23.01595238
2204,100,80.95238095,19.04761905
2205,98.3335,78.3335,20
2206,100,86.17878049,13.82121951
2207,98.41285714,80.15880952,18.25404762
2208,97.43589744,61.53846154,35.8974359
2209,90.51282051,56.15384615,34.35897436
2210,100,71.17189189,28.82810811
2211,96.9047619,88.80952381,8.095238095
2212,100,92.39130435,7.608695652
2213,100,87.09677419,12.90322581
2214,100,84.49651163,15.50348837
2215,95.23809524,85.36585366,9.87224158
2216,98.73417722,79.74683544,18.98734177
2217,100,87.80487805,12.19512195
2218,97.6744186,84.49627907,13.17813953
2219,97.6744186,90.11627907,7.558139535
2220,93.51851852,75.92592593,17.59259259
2221,100,66.22789474,33.77210526
2222,97.61904762,76.66666667,20.95238095
2223,98.41261905,80.95214286,17.46047619
2224,100,77.51953488,22.48046512
2225,100,88.33325,11.66675
2226,97.6744186,86.04651163,11.62790698
2227,91.66666667,68.51833333,23.14833333
2228,100,78.04853659,21.95146341
2229,100,89.9227907,10.0772093
2230,100,95.23809524,4.761904762
2231,100,79.65116279,20.34883721
2232,99.02607143,70.455,28.57107143
2233,98.09542857,82.85742857,15.238
2234,100,68.96551724,31.03448276
2235,94.44484848,64.64636364,29.79848485
2236,94.11735294,66.66617647,27.45117647
2237,99.32432432,66.21621622,33.10810811
2238,100,86.50785714,13.49214286
2239,100,78.20512821,21.79487179
2240,99.4047619,89.88095238,9.523809524
2241,100,93.90243902,6.097560976
2242,100,86.36363636,13.63636364
2243,98.37390244,90.24390244,8.13
2244,100,80.48780488,19.51219512
2245,100,95.45454545,4.545454545
2246,100,82.43902439,17.56097561
2247,100,89.25,10.75
2248,100,76.82926829,23.17073171
2249,100,74.375,25.625
2250,98.80952381,73.80952381,25
2251,100,74.41860465,25.58139535
2252,96.11111111,77.22222222,18.88888889
2253,95.8334375,66.66625,29.1671875
2254,96.08108108,78.64864865,17.43243243
2264,98.06451613,72.90322581,25.16129032
2265,96.42857143,69.64285714,26.78571429
2266,90.22965517,59.77,30.45965517
2273,95,73.46153846,21.53846154
2275,94.59459459,65.76567568,28.82891892
2276,97.43589744,79.1025641,18.33333333
2277,100,78.46153846,21.53846154
2278,100,76.13636364,23.86363636
2279,98.22222222,82.66666667,15.55555556
2280,100,87.40733333,12.59266667
2281,100,79.73418605,20.26581395
2282,100,92.68292683,7.317073171
2283,100,75.11111111,24.88888889
2284,100,88.29268293,11.70731707
2285,100,90.24390244,9.756097561
2286,100,80.66666667,19.33333333
2287,99,75,24
2288,93.82703704,73.4562963,20.37074074
2289,95.55555556,76.2962963,19.25925926
2290,97.72727273,59.09090909,38.63636364
2291,100,82,18
2292,100,94.11764706,5.882352941
2293,100,97.14285714,2.857142857
2294,100,87.64705882,12.35294118
2295,96.84210526,71.57894737,25.26315789
2296,98.84615385,83.84615385,15
2297,96.44444444,74.54545455,21.8989899
2298,100,99.39393939,0.606060606
2299,92.5,80.625,11.875
2300,98.70967742,74.19354839,24.51612903
2301,95.23785714,82.1425,13.09535714
2302,100,95.88235294,4.117647059
2303,100,74.28571429,25.71428571
2304,95.77922078,65.46052632,30.31869446
2305,85.30419355,64.44451613,20.85967742
2306,92.10526316,71.05263158,21.05263158
2307,96.875,73.4375,23.4375
2308,94.95618421,80.04394737,14.91223684
2309,98.35526316,79.27631579,19.07894737
2310,98.70967742,58.06451613,40.64516129
2311,92.64705882,57.35294118,35.29411765
2312,96.71052632,83.22368421,13.48684211
2313,92.30769231,60,32.30769231
2314,100,63.80942857,36.19057143
2315,97.89473684,78.94736842,18.94736842
2316,89,47.66666667,41.33333333
2317,100,80.97560976,19.02439024
2318,96.07852941,62.255,33.82352941
2319,100,69.76744186,30.23255814
2320,100,79.5,20.5
2321,100,69.18918919,30.81081081
2322,98.97435897,74.35897436,24.61538462
2323,99.54545455,81.81818182,17.72727273
2324,100,84,16
2325,98.69565217,72.60869565,26.08695652
2326,99.45945946,81.08108108,18.37837838
2327,97.72727273,80,17.72727273
2328,100,68.37209302,31.62790698
2329,98.33333333,70,28.33333333
2330,96.71052632,55.92105263,40.78947368
2331,88.18181818,65.45454545,22.72727273
2332,100,84.02777778,15.97222222
2333,100,75.45454545,24.54545455
2334,99.44444444,82.77777778,16.66666667
2335,99.5959596,83.83838384,15.75757576
2336,97.36842105,47.36842105,50
2337,93.61111111,65.83333333,27.77777778
2338,98.36956522,83.15217391,15.2173913
2339,98.68910112,87.07865169,11.61044944
2340,98.03370787,80.8988764,17.13483146
2341,99.09090909,71.81818182,27.27272727
2342,100,60.60590909,39.39409091
2343,100,90.625,9.375
2344,100,82.27272727,17.72727273
2345,99.62550562,83.5205618,16.10494382
2346,100,72.72727273,27.27272727
2347,86.458125,61.1109375,25.3471875
2348,89.524,60.953,28.571
2349,100,86.76470588,13.23529412
2350,87.14285714,74.28571429,12.85714286
2351,96.77419355,65.16129032,31.61290323
2352,93.7503125,75.0003125,18.75
2353,97.14285714,65.714,31.42885714
2354,95.17112676,76.25774648,18.91338028
2355,94.6969697,62.12121212,32.57575758
2356,98.18181818,81.81818182,16.36363636
2357,100,90.90909091,9.090909091
2358,100,77.77777778,22.22222222
2359,100,86.66666667,13.33333333
2360,100,83.78378378,16.21621622
2361,98.18181818,89.45454545,8.727272727
2362,99.18707317,82.92682927,16.2602439
2363,100,82.79069767,17.20930233
2364,100,87.69230769,12.30769231
2365,100,81.81818182,18.18181818
2367,100,79.51219512,20.48780488
2368,93.90243902,39.63414634,54.26829268
2369,100,73.48837209,26.51162791
2370,99.51219512,77.56097561,21.95121951
2371,100,77.77777778,22.22222222
2372,98.8372093,82.55813953,16.27906977
2373,98.29545455,84.09090909,14.20454545
2374,96.42857143,68.45238095,27.97619048
2375,96.11111111,65.55555556,30.55555556
2376,98.57142857,74.04761905,24.52380952
2377,99.22488372,75.19395349,24.03093023
2378,96.96969697,62.12121212,34.84848485
2379,100,86.5,13.5
2381,100,67.70825,32.29175
2382,95.8974359,71.79487179,24.1025641
2383,89.65517241,65.51724138,24.13793103
2384,98.02631579,78.94736842,19.07894737
2385,100,78.48837209,21.51162791
2386,100,81.66666667,18.33333333
2387,96.875,74.609375,22.265625
2388,100,96.11111111,3.888888889
2389,100,70.45454545,29.54545455
2390,97.94117647,63.52941176,34.41176471
2391,100,95.39473684,4.605263158
2392,100,90.55555556,9.444444444
2393,98.68421053,94.07894737,4.605263158
2394,100,62.77777778,37.22222222
2395,100,60,40
2396,100,57.77777778,42.22222222
2397,91.66666667,62.55555556,29.11111111
2398,97.05882353,65.68647059,31.37235294
2399,94.51219512,64.63414634,29.87804878
2400,92.22166667,68.33266667,23.889
2401,100,84.61538462,15.38461538
2402,100,90,10
2403,100,80.95238095,19.04761905
2404,95.49540541,84.68432432,10.81108108
2405,96.36363636,67.87878788,28.48484848
2406,87.2225,64.44433333,22.77816667
2407,97.6744186,80,17.6744186
2408,99.52380952,82.38095238,17.14285714
2409,100,73.02325581,26.97674419
2410,99.63636364,83.27272727,16.36363636
2411,99.41860465,75.58139535,23.8372093
2412,97.14285714,69.524,27.61885714
2413,100,84.52830189,15.47169811
2414,100,87.03703704,12.96296296
2415,95.33333333,72,23.33333333
2416,98.64864865,72.97297297,25.67567568
2417,100,92.14285714,7.857142857
2418,99.27272727,89.45454545,9.818181818
2419,100,82.79069767,17.20930233
2420,100,81.78325581,18.21674419
2421,100,81.00767442,18.99232558
2422,97.72727273,84.09090909,13.63636364
2423,100,84,16
2424,100,92.77777778,7.222222222
2425,100,85.55555556,14.44444444
2426,100,97.77777778,2.222222222
2427,100,87.80487805,12.19512195
2428,100,71.42857143,28.57142857
2429,99.02439024,91.70731707,7.317073171
2430,100,88.57142857,11.42857143
2431,98.18181818,70.90909091,27.27272727
2432,99.5,85,14.5
2433,97.84946237,80.10752688,17.74193548
2434,99.45945946,90.27027027,9.189189189
2435,100,92.5,7.5
2436,100,85.10638298,14.89361702
2437,96.92307692,56.31578947,40.60728745
2438,100,85.10638298,14.89361702
2439,96.37681159,76.8115942,19.56521739
2440,100,85.67164179,14.32835821
2441,100,89.54545455,10.45454545
2442,99.7080292,81.89781022,17.81021898
2443,99.54545455,78.18181818,21.36363636
2444,99.72454545,73.00322314,26.72132231
2445,97.0212766,70.85106383,26.17021277
2446,96.84210526,74.21052632,22.63157895
2447,100,68.65071429,31.34928571
2448,98.63636364,78.18181818,20.45454545
2449,98.9010989,83.3332967,15.5678022
2450,98.47826087,83.26086957,15.2173913
2451,99.56043956,83.95604396,15.6043956
2452,98.18181818,88.36363636,9.818181818
2453,100,88.44444444,11.55555556
2454,100,88.96311111,11.03688889
2455,96.90140845,58.87323944,38.02816901
2456,99.78494624,94.19354839,5.591397849
2457,98.03911765,67.15676471,30.88235294
2458,97.71428571,86.85714286,10.85714286
2459,94.59459459,62.7027027,31.89189189
2460,100,84.84848485,15.15151515
2461,100,94.50549451,5.494505495
2462,99.09090909,80.90909091,18.18181818
2463,100,71.55555556,28.44444444
2464,99.55555556,89.33333333,10.22222222
2465,100,86.22222222,13.77777778
2466,100,90.57956522,9.420434783
2467,99.19354839,89.51612903,9.677419355
2468,97.87234043,80.85106383,17.0212766
2469,98.94736842,76.31578947,22.63157895
2470,97.2972973,56.75675676,40.54054054
2471,97.56097561,75.6097561,21.95121951
2472,100,71.1627907,28.8372093
2473,96,67.5,28.5
2474,98.88888889,75,23.88888889
2475,97.5,87.91666667,9.583333333
2476,96.0993617,74.82276596,21.27659574
2477,100,77.43902439,22.56097561
2478,98.22222222,84.88888889,13.33333333
2479,97.15909091,63.06818182,34.09090909
2480,100,65.11627907,34.88372093
2481,100,86.36363636,13.63636364
2482,100,76.08695652,23.91304348
2483,98.53658537,86.34146341,12.19512195
2484,97.56097561,85.97560976,11.58536585
2485,98.75,75,23.75
2486,93.84615385,67.69230769,26.15384615
2487,98.7804878,79.87804878,18.90243902
2488,98.63636364,79.54545455,19.09090909
2489,99.45054945,91.75824176,7.692307692
2490,100,79.77272727,20.22727273
2491,97.6744186,88.37209302,9.302325581
2492,99.42857143,81.71428571,17.71428571
2493,100,86.66666667,13.33333333
2494,100,91.49253731,8.507462687
2495,100,78.75,21.25
2496,98.13953488,83.25581395,14.88372093
2497,100,77.5,22.5
2498,97.82608696,84.7826087,13.04347826
2499,97,76,21
2500,97.75280899,68.53932584,29.21348315
2501,100,84.52404762,15.47595238
2502,95.45454545,77.27272727,18.18181818
2503,97.89473684,73.68421053,24.21052632
2504,100,77.27272727,22.72727273
2505,99.13043478,80,19.13043478
2506,100,86.37362637,13.62637363
2508,96.41025641,75.8974359,20.51282051
2509,98.94736842,84.73684211,14.21052632
2510,93,88.5,4.5
2511,97.94871795,73.33333333,24.61538462
2512,100,87.31707317,12.68292683
2513,99.31818182,89.77272727,9.545454545
2514,98.9010989,86.81318681,12.08791209
2515,100,90.15181818,9.848181818
2516,98.18181818,93.18181818,5
2517,99.09090909,92.27272727,6.818181818
2518,98.13953488,73.48837209,24.65116279
2519,100,79.04761905,20.95238095
2520,96.96954545,77.2725,19.69704545
2521,100,76.19047619,23.80952381
2522,100,80.88888889,19.11111111
2523,98.27586207,81.6091954,16.66666667
2524,93.33333333,60.55555556,32.77777778
2525,99.57269231,85.04269231,14.53
2526,94.8,79,15.8
2527,99.45796748,75.33845528,24.1195122
2528,99.77630872,85.34677852,14.4295302
2529,98.43137255,77.84313725,20.58823529
2530,100,81.6091954,18.3908046
2531,100,78.85057471,21.14942529
2532,98.71794872,71.79487179,26.92307692
2533,99.24528302,83.01886792,16.22641509
2534,100,85.9047619,14.0952381
2535,99.34210526,85.85526316,13.48684211
2536,94.921875,73.828125,21.09375
2537,100,81.77777778,18.22222222
2538,98.44660194,81.3592233,17.08737864
2539,98.82352941,86.07843137,12.74509804
2540,91.875,66.875,25
2541,95.87628866,77.83505155,18.04123711
2542,99.33774834,93.24503311,6.092715232
2543,100,79.05405405,20.94594595
2544,94.8572,77.4286,17.4286
2545,96.5,78,18.5
2546,100,85.22727273,14.77272727
2547,99.56521739,73.91304348,25.65217391
2548,99.53488372,86.04651163,13.48837209
2549,98.37837838,83.24324324,15.13513514
2550,99.51219512,86.34146341,13.17073171
2551,100,98.04878049,1.951219512
2552,99.16675,69.5835,29.58325
2553,97.14285714,70.28571429,26.85714286
2554,99,64.5,34.5
2555,100,66.66666667,33.33333333
2556,97.07317073,76.58536585,20.48780488
2557,100,77.43902439,22.56097561
2558,100,68.88888889,31.11111111
2559,100,88.7804878,11.2195122
2560,97,75.5,21.5
2561,98.91304348,89.13043478,9.782608696
2562,100,78.57142857,21.42857143
2563,100,60.16243902,39.83756098
2564,100,88.5106383,11.4893617
2565,99.02439024,61.95121951,37.07317073
2566,100,73.93128205,26.06871795
2567,100,61.57894737,38.42105263
2570,98.01583333,77.7775,20.23833333
2571,100,87.88826087,12.11173913
2572,98.04878049,66.34146341,31.70731707
2573,95.38461538,70.38461538,25
2574,98.07692308,79.61538462,18.46153846
2575,100,83.33325,16.66675
2576,100,74.20642857,25.79357143
2577,97.91666667,82.91666667,15
2578,97.82608696,83.69565217,14.13043478
2579,98.80952381,83.92857143,14.88095238
2580,97.40740741,88.14814815,9.259259259
2581,99.07407407,92.59259259,6.481481481
2582,100,94.64285714,5.357142857
2583,97.45454545,80,17.45454545
2584,100,93.09090909,6.909090909
2585,100,87.03703704,12.96296296
2586,100,90.71428571,9.285714286
2587,99.64285714,91.07142857,8.571428571
2588,96.07843137,74.50980392,21.56862745
2589,100,92.93478261,7.065217391
2590,98.7804878,63.41463415,35.36585366
2591,98.69565217,83.91304348,14.7826087
2592,96.95121951,70.73170732,26.2195122
2593,97.43589744,56.92307692,40.51282051
2594,99.67942308,90.06403846,9.615384615
2595,100,91.37931034,8.620689655
2597,98.37390244,69.91853659,28.45536585
2598,98.61111111,81.01888889,17.59222222
2599,97.14285714,71.42857143,25.71428571
2600,94.85714286,72.57142857,22.28571429
2601,100,91.30434783,8.695652174
2602,100,93.19148936,6.808510638
2603,98.75,79.16666667,19.58333333
2604,100,91.66695652,8.333043478
2605,98.33333333,67.77777778,30.55555556
2606,97.9020979,81.46853147,16.43356643
2607,97.82608696,75.54347826,22.2826087
2608,95,73.84615385,21.15384615
2609,95.09803922,80.88235294,14.21568627
2610,98.26086957,70.86956522,27.39130435
2612,99.48979592,91.32653061,8.163265306
2613,98.55769231,76.92307692,21.63461538
2614,100,88.58695652,11.41304348
2615,100,86.66666667,13.33333333
2616,97.16981132,90.56603774,6.603773585
2617,100,80.95238095,19.04761905
2618,100,82.5,17.5
2619,100,86.92823529,13.07176471
2620,98.30508475,86.44067797,11.86440678
2621,97.5862069,83.79310345,13.79310345
2622,98.24561404,88.01175439,10.23385965
2623,99.27272727,88.36363636,10.90909091
2624,98.51851852,86.2962963,12.22222222
2625,99.61538462,86.92307692,12.69230769
2626,98.54545455,89.45454545,9.090909091
2627,98.61104167,77.08333333,21.52770833
2628,100,87.84729167,12.15270833
2629,98.71794872,71.79487179,26.92307692
2630,96.59090909,73.86363636,22.72727273
2631,98.37837838,62.7027027,35.67567568
2632,98.28571429,70.85714286,27.42857143
2633,97.83783784,74.05405405,23.78378378
2634,97.77777778,80.44444444,17.33333333
2635,98.86363636,86.36363636,12.5
2636,95.42857143,79.42857143,16
2637,97.77777778,83.11111111,14.66666667
2638,96.21621622,76.21621622,20
2639,100,81.92771084,18.07228916
2640,100,91.76470588,8.235294118
2641,99.06976744,86.97674419,12.09302326
2642,96.5,69.5,27
2643,99.52380952,86.19047619,13.33333333
2644,100,75.6097561,24.3902439
2645,97.61904762,86.50785714,11.11119048
2646,98.7804878,73.7804878,25
2647,100,86.82162791,13.17837209
2648,97.91666667,62.5,35.41666667
2649,98.7804878,73.17073171,25.6097561
2650,92.5925,77.77777778,14.81472222
2651,100,96.95121951,3.048780488
2652,91.91489362,66.38297872,25.53191489
2653,98.75,94.375,4.375
2654,98.33333333,84.44444444,13.88888889
2655,100,88.0952381,11.9047619
2656,100,87.14285714,12.85714286
2657,92.94117647,68.23529412,24.70588235
2658,100,90,10
2659,100,95.12195122,4.87804878
2660,98.0952381,83.80952381,14.28571429
2661,100,91.46341463,8.536585366
2662,100,97.56097561,2.43902439
2663,100,90.90909091,9.090909091
2665,100,95,5
2666,96.22641509,76.88679245,19.33962264
2667,100,92.68292683,7.317073171
2668,100,94.51219512,5.487804878
2669,100,73.17073171,26.82926829
2670,98.11320755,88.67924528,9.433962264
2671,100,90.625,9.375
2672,98.11320755,88.30188679,9.811320755
2673,98.75,97.5,1.25
2674,99.47916667,86.97916667,12.5
2675,100,90.69767442,9.302325581
2676,100,73.80952381,26.19047619
2677,100,80.48780488,19.51219512
2678,100,92.85714286,7.142857143
2679,100,87.80487805,12.19512195
2680,100,78.84615385,21.15384615
2681,100,91.07142857,8.928571429
2682,99.3902439,75,24.3902439
2683,97.94871795,62.05128205,35.8974359
2684,94.87179487,75,19.87179487
2685,100,88.41463415,11.58536585
2686,100,71.05263158,28.94736842
2687,100,70,30
2688,100,82.92682927,17.07317073
2689,100,82.23684211,17.76315789
2690,94.59459459,56.75675676,37.83783784
2691,96.62162162,70.27027027,26.35135135
2692,97.77777778,84.074,13.70377778
2693,98.86363636,78.03045455,20.83318182
2694,99.45945946,90.27027027,9.189189189
2695,92.57142857,69.14285714,23.42857143
2696,97.14285714,66.28571429,30.85714286
2697,98.61111111,77.77777778,20.83333333
2698,98.93617021,75.53191489,23.40425532
2699,94.60764706,61.765,32.84264706
2701,97.18045113,75.56390977,21.61654135
2702,100,71.95121951,28.04878049
2703,98.7804878,75.6097561,23.17073171
2704,94.70588235,81.76470588,12.94117647
2705,97.75280899,81.46067416,16.29213483
2706,100,63.88888889,36.11111111
2707,100,86.45833333,13.54166667
2708,97.34863636,85.985,11.36363636
2709,100,90.2173913,9.782608696
2710,97.8313253,85.54216867,12.28915663
2711,100,89.77272727,10.22727273
2712,95.81395349,83.25581395,12.55813953
2713,93.70355556,82.96266667,10.74088889
2714,90.66666667,75.11111111,15.55555556
2715,98.41261905,81.74595238,16.66666667
2716,86.91358025,62.96296296,23.95061728
2717,99.53488372,81.62790698,17.90697674
2718,97.50954023,74.90413793,22.6054023
2719,96.44444444,88,8.444444444
2720,100,84.45945946,15.54054054
2721,98.04878049,88.29268293,9.756097561
2722,99.02439024,88.7804878,10.24390244
2723,100,85.36585366,14.63414634
2724,100,95.12195122,4.87804878
2725,94.73684211,72.10526316,22.63157895
2726,96.42857143,84.52380952,11.9047619
2727,96.62162162,66.89189189,29.72972973
2728,100,73.15789474,26.84210526
2729,99.34065934,84.3956044,14.94505495
2730,98.04878049,83.41463415,14.63414634
2731,100,76.41025641,23.58974359
2732,100,83.125,16.875
2733,94.21052632,80.52631579,13.68421053
2734,92.06357143,82.14285714,9.920714286
2735,95.74468085,88.08510638,7.659574468
2736,96.59574468,85.95744681,10.63829787
2737,98.51351351,89.18918919,9.324324324
2738,98.94736842,87.36842105,11.57894737
2739,99.67951923,86.85894231,12.82057692
2740,100,89.69072165,10.30927835
2741,99.33333333,86.93333333,12.4
2742,94.41860465,80.46511628,13.95348837
2743,96.19047619,87.61904762,8.571428571
2744,93.91304348,90,3.913043478
2745,96.95121951,82.43902439,14.51219512
2746,92,84,8
2747,95.94594595,77.5,18.44594595
2748,96.6668,72.0004,24.6664
2749,88.49190476,69.04761905,19.44428571
2750,100,92.15686275,7.843137255
2751,96.73469388,74.28571429,22.44897959
2752,99.29085106,85.10659574,14.18425532
2753,100,86,14
2754,99.5,84,15.5
2755,98.75,67.5,31.25
2756,98.33333333,91.25,7.083333333
2757,98.86363636,84.84818182,14.01545455
2758,96.80829787,81.91468085,14.89361702
2759,98.17073171,87.80487805,10.36585366
2760,100,78.04878049,21.95121951
2761,96.95121951,81.09756098,15.85365854
2762,94.66666667,88,6.666666667
2763,99.43181818,87.5,11.93181818
2764,91.4893617,87.76595745,3.723404255
2765,97.39583333,86.97916667,10.41666667
2766,94,80,14
2767,90.63829787,76.59574468,14.04255319
2768,93.46938776,78.7755102,14.69387755
2769,95.74468085,84.04255319,11.70212766
2770,90.90909091,64.09090909,26.81818182
2771,100,89.5,10.5
2772,100,88.4,11.6
2773,98.93617021,75,23.93617021
2774,100,84.08163265,15.91836735
2775,100,91.37254902,8.62745098
2776,92.5,68.33333333,24.16666667
2777,96.8627451,79.21568627,17.64705882
2778,98.40425532,85.63829787,12.76595745
2779,98.95833333,88.02083333,10.9375
2780,98.21416667,83.03583333,15.17833333
2781,95.81395349,80,15.81395349
2782,97.77777778,65.77777778,32
2783,95.95744681,87.0212766,8.936170213
2784,97.61904762,83.0952381,14.52380952
2785,98.88888889,85.11111111,13.77777778
2786,100,85.71428571,14.28571429
2787,100,85.85365854,14.14634146
2788,99.53488372,91.39534884,8.139534884
2789,96.73469388,85.30612245,11.42857143
2790,99,83.6,15.4
2791,100,84.4,15.6
2792,100,86.36363636,13.63636364
2793,99.61232558,89.53418605,10.07813953
2794,99.57446809,88.72340426,10.85106383
2795,98.6,83.2,15.4
2796,97.72727273,86.36363636,11.36363636
2797,100,95,5
2798,97.27272727,76.59090909,20.68181818
2799,97.75510204,70,27.75510204
2800,100,94,6
2801,97.95454545,92.27272727,5.681818182
2802,100,84.4,15.6
2803,98.43137255,84.31372549,14.11764706
2804,98.07692308,71.15384615,26.92307692
2805,98.62745098,83.7254902,14.90196078
2806,99.6,75.2,24.4
2807,100,90.20408163,9.795918367
2808,100,86.12244898,13.87755102
2809,100,90.40816327,9.591836735
2810,98.47826087,71.08695652,27.39130435
2811,97.88461538,79.03846154,18.84615385
2812,99.21568627,84.70588235,14.50980392
2813,97.55102041,85.71428571,11.83673469
2814,100,74.69387755,25.30612245
2815,100,87.44186047,12.55813953
2816,99.79591837,93.06122449,6.734693878
2817,98.36734694,82.85714286,15.51020408
2818,99.80392157,80,19.80392157
2819,98.44444444,79.55555556,18.88888889
2820,98.62745098,94.11764706,4.509803922
2821,100,93.33333333,6.666666667
2822,98.54166667,83.54166667,15
2823,95.26315789,53.94736842,41.31578947
2824,98.53658537,82.68292683,15.85365854
2825,100,89.80392157,10.19607843
2826,99.79591837,76.53061224,23.26530612
2827,100,80.39215686,19.60784314
2828,100,86.93877551,13.06122449
2829,100,87.6,12.4
2830,98.7804878,83.65853659,15.12195122
2831,98.57142857,83.80952381,14.76190476
2832,97.38095238,76.9047619,20.47619048
2833,99.6,90.8,8.8
2834,98.53658537,87.31707317,11.2195122
2835,93.80952381,73.80952381,20
2836,96.19047619,83.80952381,12.38095238
2837,98.0952381,78.0952381,20
2838,96.9047619,84.76190476,12.14285714
2839,100,90,10
2840,98.57142857,86.66666667,11.9047619
2841,100,93.63636364,6.363636364
2842,98.37837838,69.72972973,28.64864865
2843,97.85714286,80.95238095,16.9047619
2844,94.04761905,69.76190476,24.28571429
2845,92.38095238,78.0952381,14.28571429
2846,100,90.8,9.2
2847,100,94.8,5.2
2848,97.61904762,80,17.61904762
2849,99.52380952,90.95238095,8.571428571
2850,96.66666667,66.9047619,29.76190476
2851,98.57142857,89.52380952,9.047619048
2852,98.25,78.25,20
2853,98.57142857,85.71428571,12.85714286
2854,98.33333333,78.0952381,20.23809524
2855,99.20642857,75.39690476,23.80952381
2856,100,93.61702128,6.382978723
2857,89.25,35.5,53.75
2858,98.0952381,84.52380952,13.57142857
